id,message,original,genre
263,. .. i with limited means. Certain patients come from the capital.,t avec des moyens limites. Certains patients viennent de la Capital,direct
265,"We are in St. Nicholas hospital in Saint-Marc, we need water, food, medicine. And many people are leaving the capital to come into the city now, send help.","Nou nan lopital sen nikola senmak, nou bewen dlo, manje, medikaman. Epi anpil moun kite kapital la pou vini nan vil la, nou mande pou d yo vini nan vil la.",direct
266,"My friends I'm living in a difficult situation, I have family living in Paris I want to communicate with them because I need their help put a top up my phone ( incomplete, contextual educated guess ( mete ti kat pou mwen a please top up my phone )","( Mes amis map viv nan yon sitiyasyon ki vreman konplike, mwen gen fanmi mwen kap viv a paris mwen vle kominike avek yo, paske mwen bezwen ed yo mete ti k",direct
267,We are the AFKA oragnisation in the city of Arcahaie. We have a lot of houses that have been damaged. We need help.,Nou se ganizasyon afla ki nan sant vil akay plis travay nan monn yo ki gen anpil kay ki kraze moun yo pa gen sekou nou bezwen ed pou nou al ede yo,direct
268,I am in Jean Rabel. I was hit in the stomach.,Mwen nan janrabel mwen te poto prans mwen fwape nan lestomak lap m,direct
269,"They have a lot of people in the Saint-Marc ( in the park ) who are NOT originally from St-Marc, they left Port-au-Prince and tried to escape the tragedy but they do not have anything. Please come and help them.",Genyen anpil moun ki pa moun saint marc yo sou plas grangou ap touye yo vinn ede yo sil vous plait,direct
271,I am a simple citizen who lives in the area of Mole Saint Nicolas. I (missing word. probably want) all Haitian and international leaders to know that in this area we also need (obscured by symbol. probably aid) too because (it's cut off from there).,Mwen yon senp sitwayen kap viv nan zone mole-saint-nicolas map tout otorite haitien tankou a letranje konnen ke nan zone sa a nou bezwen ed tou paske tou,direct
272,"There are about 500 to 600 of us in a temporary shelter in Grand Goave, every day more people are coming, we have a lot of problems like need for drinkable water, food, Medicine","Nou anviron 500 a 600 moun nan abri pwoviswa grangwav e chak jou moun yo ap vini plis toujou, nou gen anpil pwoblem tankou dlo potab, manje, medikaman,",direct
273,we are asking for shelter. we are asking for help please we can't take it anymore. Things have become too expansive and there is no money to buy any of it. We are in Grand Goave in Kanpion ( or Campion ) before. .. . ( the message is incomplete ),"lojman nou mande sekou souple paske nou pa kapab ank. paske tout bagay vinn che pa gen lajan pou nou achte anyen. Min adres nou grangwav, nan kanpion avan",direct
274,I don't even have clothes to wear.,unen ak anydmdn menm rad mwen pa gen pou metdmd.,direct
275,"The reponsable authorities please, I have a broken leg, I lost evrything I do not have a home to stay, no money no food",Otorite reskonsab pyem kase tout afm pedi mwen pagen kay poum rete lajan nouriti,direct
276,"Good evening to the staff of Radio Nirvana. We have someone who is living ( sleeping ) on the streets of Port-au-Prince who needs help to go to Cap-Haitien, he doesn't. ..","Bonswa atout estaf Radyo Nirvana-a. se yon moun ke nou genyen kap demi nan lari potoprens nan moman kriz sa-a, ki andifikilte poul vini isit okap, li pa",direct
277,"We do not have any money to pay for a bus, we are not people from the North, we do not know where to go and we already lost many at this present moment, In this case what do we do?","gen lajan poul peye bis, li pa moun nan n, li pap konnen ki kote poul f le li rive isit okap, enou deja pedi plizy nan moman-an. Nan ka sa-a Kman nou",direct
278,Hello carrefour truitier road jasmin villa B # 32 needs - incomplete,Hello! Bon soir.  carefour route truitier villa jasmin B #132 a be,direct
279,"they are in a area near a mountain hungry, sick their is no water please remember us",Nou nan zon kadera b ansey aquobois sou yon min nou grangou nap demi nan seren nou malad nou pa gen dlo svp panse ak nou nou o nonb de 200 se vwa popila,direct
280,I come back and nothing is the same my clothes are not there for me to put on,tounen ak anyen menm rad mwen pa gen pou mwen mete.,direct
281,"Send cards ( airtime, calling cards ) for Digicel clients",Voy cat pou clyen digicel,direct
282,Fontamara 43 Polish church body of christ people in need please advise,Fontamara 43p polonge leglise corp de christ ya des personns kibesoin,direct
283,We need food and water at Croix des bouquets and Noailles.,Gen noailles croix des bouquets bo kote mormon an ak kmep fleryo ki bzwen dlo ak manje,direct
284,"Digicel, please put some credit on our phones",Digicel voye ti cat pou clyen an yo,direct
289,I'd like to know if there are buses taking people to Les Cayes for free.,Mwen ta renmen konnen eske gen bus ki mennen moun okay gratis?,direct
290,"Good evening. Please We need help in Delma 16, number 27. We don't have water, nor food. We don't have tents. Thank you for your understanding!","Bonswa s. v. p nou bezwen ed delma 16 nimewo 27 nou pa gen dlo, nou pa gen manje nou pa gen tant mesi pou konperansyon nou.",direct
291,"Come help us because we do not have enough water and food. We are in delmas 16, 27","Vini nou an ed paske nou pa gen tant dlo ak manje. nan delma 16, 27",direct
292,Good afternoon. We live Dubois ( at the top of mountain Saint Antoine ). Hunger is Killing us!. WE NEED HELP!,Bonswa. Se abitan Dibwa ( anwo nan min saint Antoine ) la fen ap fin touye nou. Nou bezwen ed.,direct
293,The manager of digicel phone compagny sent out phone cards for his clients,Patron digicel voye ti cat pou clyen yo,direct
294,Good morning and good evening. I would like for their be radio announcement about the diaster. everything is in the streets and piling up.,Bonjou e bonswa lavwadmrik m. Ta renmen nou ta fe menm yon emsyon sou desantralizasyon paske tout bagay gonfle proprens se youn nan koz ki fe tout moun,direct
295,survivors at lalue near olympic market,Survivants a office needs lalue a cote dolympic market,direct
296,"Us, the people of Matye 3, in the Grand rivye seksyon Leoganne, we are waiting for the help that they are bringing to us patiently cause we can't wait anymore",Nou menm mounn matye 3me seksion gran riviy leogann nap tout yap pote pou nou yo paske nou preske paka sipte anko,direct
298,"I want to make a call, I can't, there is a crowd of my relatives and I cannot hear, do me a favor please",Mwen anvi fe yon apel mwen pakapab gen yon bann fanmi mwen m pa tande fem fave mesi,direct
299,"People don't have no food neither, they would need to find some hot plates of food till they can",MOUN YO PA GEN MANJE TOU FK YO TA JWEN KEK PLA CHO ANNA TANDAN YO,direct
301,"their is someone that left their home and never remembered to call their family, they will never know what happen","u lye a ki ala kanpay la gen yen ed koman yap f jwenn yo moun sa a kite kite lakay li ki pat janm songe rele fanmi w e kipa gen den, moun sa a vin gen",direct
302,"their is alot of problems, their is no money for the people",yen lot problem li pa gen gaden li pa la jan koman nap ede moun yo.,direct
303,We need help. We are a Seguineau road at the corner of nazon and bertholy. We really need water.,Nous avons besoind aide rlle seguineau nazon angle rue bartholy sutou de leau potabl,direct
304,"my friend i have heard nothing again. i have a lot of problems. what u give i'll take I am in Jeremi, i want u to help me",MEZANMI M PA KA DI ANYEN ANKO M GEN ANPIL PROBLEM SA NOU BANMWEN MAP PRAN SE JEREMI MWEN YE M TA VLE POU NOU EDEM,direct
306,"Their is silence no bus 65. I hv no food, water and alot of other things. Please come","Mwen se Ons Jean Pirre mwen abite fontamara 43 rue Anacron, impasse silence no 65 bis nou pa genyen manje, dlo ak anpil lot bagay ank. Tampri vini e",direct
307,"We are more than 50 people sleeping on the street. Please help us find tent, food.","nou nan yon lakou 200/100 nou yon 50n mounn kap dormi a la bl etoil. S. v. p fe nou jwen kek plela, tant, lamanjay, men no cont frantz sainthilaire 2010",direct
308,"i need water, 27 bertin street, Carrefour","j ai besoin d eau 27 bertin, Carrefour",direct
309,How can we help the victims at Les Cayes?,COMMENT POUVONS-NOUS AIDER LES PERSONNES DEMENUES AUX CAYES.,direct
310,I need water in Carrefour- Bertin,J AI BESOIN D EAU BERTIN CARREFOUR,direct
311,"Please do everything that is possible, thanks. god bless you",tous ceux qui est possible nous merci. Que Dieu vous benisse !,direct
312,The town of Les Cayes needs food items to assure. . ( MESSAGE INCOMPLETE ),La ville des CAYES A BESOIN DES PRODUITS ALIMENTAIRES POUR ASSURER,direct
313,aid should reach the victims outside the city of p-au-p. we are in Gonaives when u get this message,Aide dwe rive jwenn moum ki viktime yo ki nan pwovins. Depi gonaives nou f jwen mesaj sa a,direct
315,sos water and food. need to find where this adress is located. ..,"S. O. S EAU ET NOURRITURE. IMPASSE RIGAL, RUE SICOT, CARREFOUR-FEUILLES",direct
316,We need help please. .. call us,We need help please. .. call us,direct
317,We haven't gotten help like water and food. Chiefs of the National Television,"s pas trouv l, aide comme : eau, food. les chefs de la tlvision natio",direct
318,overpopulation in the city of cay. there is no security in this city. The cost of goods is risings. the people of cayes are overwhelmed.,Surpopulation dans la ville des Cayes. Pas de scurite dans Cette ville. Augmentation des produits sur le march. Les gens des CAYES sont dans leurs petit s,direct
319,.. for the vehicules that must bring back limbeense and bas-limbeense. thanks for helping them. Notes.. follow up from other message Sebastien,nce pour les vehicules qui doiventrapatrier limbeens et bas-limbeens. Merci de leur venir en aide,direct
320,"so i am asking you to help us becuase there is people that are dying from hunger and thirst at the THN, there was a truck full of big boxes that.. ","alors je vous demande de nous aider parce qu, il y a des gens qui crvent de faim et de soif a la TNH, il y avait un camion plein de grosses boite que les",direct
321,They have brought something today but the heads of the National Television took all of them for their family members. They had not done a fair distribution. Please help us. THanks.,"blancs ont apport aujourd, hui, mais les chefs 2 laTNH ont tout tax pour leur famille, ils n, ont pas fait la distribution, je compte sur votre aide merci.",direct
322,Please save me! I am in Section Grand Riviere Leogane. I have one who already has a fever and non-stop diarrhea. I haven't found a hospital that can help me!,Mezanmi sovem mwen seksiyon gran riviy leogann matye mwen gen you ki gentan gen you fyv ak you dyare san rete mwen pa jwen lopital kika edem nan sa kouniye ya,direct
323,we re in carrefour rue ray near the edh building. we cannot take it any more. everything is finished. we cannot find the people.,NOU NAN KAFOU ROUT RAY PI BA GARDE COTE HAITIEN BO KONPAYI EDH La NAN LARI A NOU KOMANSE PA KAPAB ANKO PASKE TOUT BAGAY NOU FINI E NOU PA JWEN MENM YON,direct
324,rin more or less 3000 people - incomplete,rin prolonge a peu pres 3000 pers,direct
325,I'm really happy you guys received my message. Please come and see us. We need first aid and all the help we can.,MWEN BIEN KONTAN NOU RECOI MESAJ LA. SIL VOU PL VIN VIZITE NOU POU W ETA MOUNE YO. NOU BEZWEN PRODUI PREMI NESESITE YO E LA TRYE N. B. NOU GEN YON,direct
326,"We are in Leogane since the 12th january We need water, food and shelter","Deslandes ( LeoganeHaiti ) de puis le. 12 janv nousavons prives de : logement, nouriture et eau potable. Nous vous prions de nous aider dans la mesure tout en",direct
328,No one can buy anything. Tiny amounts of rice are being sold at 350 dollars. Hunger is gonna finish us off. I come from la Gonave. I live in the second communal section of ville anse a galets. I have a ( incomplete ),ou paka achte anyen demi bout diri ap vann 350 dola grangou vle fini ak nou m se gonavyen m abite nan dezym seksyon kominal de vil ansagale m gen yn gra,direct
329,I'm the vice president of the association Rafadek in Anse a galets. You can call me so that you could help people in La Gonave,n sam ki vis prezidant rafadek nan ansagale nou ka rele l poun mandel plus enfomasyon se yn asosyasyon kap ede moun nan komite gonavyen an.,direct
331,"We have a lot of problem in Port-de-Paix, North-West also because a lot of people left Port-au-Prince to be there.","NOU MENM TOU NAN PDP NOU CHAJE AK PWOBLEM, PASKE ANPIL MOUN KI TO",direct
332,This person wants to know what the autority plans to do.,"SA YO SAN ASISTANS, MEN MAP MANDE SI GEN OTORITE KI SA YO PANSE F",direct
333,This did not just happen in Port au Prince it's up in Pot de Paix too.,PA SLMAN NAN POTOPRENS. SE TE NOEL ELIANT DEPI PDP.,direct
334,I am outside of Port-au-Prince a region in the North West. The case is very urgent,an an provens jean-Rabel yon zon nan nord-ouest. Ka ijans.,direct
335,I need to know what's going to happen to the houses that haven't fallen yet?,Mwen bezoin konnen sa yap fe ak res kay ki preske finn tomb yo?,direct
336,I need all types of help for the people who survived the earthquake.,Mwen bezwen tout kalite ed pou sivivan tranbleman ta a.,direct
337,"Please send me some minutes so I can call my family in Paris, France. I need to call them so they can send me some help, relief because this is not good!","( Tanpri tanpri tanpri souple voye yon ti minit pou mwen paskem bezwen rele fanmim a paris pou yo voye ed pou mwen, paske mwen nan pabon. )",direct
340,"I'm at St-Marc, I just came up to save some lives and they need it. They dont have shelter nor do they have food.","en nan st mak, ki jis vini pou sove vi yo. yo pa gen kay pou yo rete. yo pa gen mange.",direct
341,The US sent help. I need some help I am in St. Pierre.,lacompagne aide voide lamerique aide et secour mwen se st pierre ma,direct
342,"Onere and some food. Thanks for your understanding. ( Translator's note : are we getting the full messages? Most of them appear to be bits of sentences, like this one )",ner et un peu de nourriture. Merai pour votre comprhension.,direct
345,"Us, the tradeswoman of dessalines, rue perodin. we have problems. I have a lot of people in my house. Help me!","Nou machan desalin ri perodin, nou gen pwoblem anpil moun potoprins lakay mwen edem.",direct
346,Since the disaster I have been staying at a friends house in St Mark. I live in Carrefour but my house was destroyed and I lost everything! I am having difficulty living because I have nothing!,Depi evenman yo mwen kay yon zanmi nan senmak paske kay mwen kraze kafou fey. mwen gen pwoblem poum viv paske mwen pa gen anyen ki rete. Mesi anpil.,direct
347,Message reads : Survivors are still sleeping in the streets. Please bring some advices for them for us please thank you.,n kipa mouri men ki kontinye ap demi nan lari. Tanpri pote kek kons y pou yo pou nou tanpri mesi.,direct
349,We are in Matisan we have medical problems and we are in lack of water. This sms must be coming from an area that must have not received aid.,nou na matisan nou gen probleme medikaman et dlo et vetemen,direct
351,I was in Port-au-Prince and went to the north-west department. I want to know if internet is working in port-au-prince. Thank you. Let's keep contact,MwenTE PORT AU PRINCE APRE MWEN TRAVESE NAN NORD-OUEST MWEN ANDEYO VIL LA MWEN POKO KONNEN SI ENTENET YO FONKSYONE LAVIL LA MESI NAPKENBE KONTAK,direct
352,"I have no card, tell me what kind of SMS I need to send",Mwen pagen kat dim kijan de Sms pou m voye,direct
353,"Around my house, there are no cyber cafe for me to use",Non bo lakay mwen pagen cyber cafe ki an fonksyon.,direct
354,"so, in the message you spoke of registering names. I'd like to know what purpose this serves. help me out. thank you",Donk nan mesajla oupale de anrejistreman non mwen tavle konnen anrejistreman non an poukisa silvoupl ?edem mesi,direct
355,I would like to leave this country and at my parents house in the USA. We are alone in Haiti. This is my number,j aimerais laisser le pays pour aller retrouver ma maman et mon papa aux etats-unis. nous sommes tous seuls en haiti. cest mon numero,direct
356,The cyber cafes are not all damaged at Clercine but their owners left for the countryside because of lack of security,Les cyber cafe ne sont pas tous endomages a clercine mais leurs proprietaires sont partis pour les provinces faute de securite,direct
358,I don't know where there is a cyber cafe open. We are in the streets. We have no food. We have no water. If it rains we will get wet. Please find a way to help us.,Mwen pa konnen ki cyber cafe ki ouve nou menm nou nan lari nou pa gen dlo pa gen manje si lapli nou ap mouye fe yon jan pou nou souple,direct
360,"S. O. S. Come to our rescue regarding water, food and medical attention and perticularly tents for us to sleep well with the small children","S. O. S Venez  nos secours en eau, ration alimentaire, soins medicaux et surtout des tentes afin que nous puissons bien dormir avec les petits enfants ",direct
361,"Please help me : I don't have food, I don't have any money to do anything. when are you gonna come see me? Please answer me.","Edem souple : mwen pa gen manje, mwen pa gen lajan poum fe anyen kil nap vin wm?. Repons souple.",direct
362,Westnet we're in avenue Muller neighborhood and in Road St Alexandre.,Wesnet nan avni muller kfou fy ak nan rue st alexandre mache salomon,direct
363,It's up to you to do something for me. I am waiting for the response. You can call me.,l se nou kipou fe yon bagay nou mwen ap tann repans nou met relem n,direct
367,"Don't forget the provinces like Mawouj in a little underprivileged area where a lot of people coming from Port-au-Prince came in, the food products became very expensive","Pa bliye vil pwovens yo tankou mawouj nan Ndws yon tizn tre defavorize kote anpil moun ki te potoprens debake, pwodui alimante yo vin che anpil k",direct
368,I don't know the address of a cyber cafe that is working.,Mwen pa konnen adres cyber?cafe? Ki an fonksyon.,direct
369,"To register your name, or someone your looking for. Go to www. cicr. org","Pou anrejistre non paw, ou byen yon moun ke wap cheche, ale nan yon entenet epi monte sou sit sa : www. cicr. org",direct
371,I am a surviver of the earthkaque see how you can help me,Mwen se yon viktim nan katastrf ki sot pase a w koman nou kapab edem,direct
372,all the internet places that are closer to me they are not operational because there us no electricity so i can' t charge my battery,Tout Cyber cafe ki pi prem yo pa an fonksyon paske pa gen kouran gen ennvt men pa gen kouran pou batri yo chaje.,direct
373,The internet caf Net@le that's by the Dal road by the Maranata church ( incomplete ),Cyber cafe net@le ki chita rout de dal tou pr legliz maranata.,direct
375,"I am not in port au prince, I am in Limbe do you know a place where there is working Internet",Mwen pa port au prince. Mwen nan limbe si nou ta konnen ki internet ki mache la ekri m dim sa.,direct
376,no cybercafe working close to where i live,Pas de centre de cybercaf en fonction pres de chez moi,direct
377,"This is the Arab from Canal Bleu ( Artist-Journalist ), I have nothing that I want, along with all my family and I have a mission to give news about all artists that are alive. Canal Bleu seems to be a TV station not a location.","SE ARAB LA DE CANAL BLEU ( ARTISTE-JOURNALISTE ) MWEN PA GEN ANYEN MWEN ANVI AK TOUT FANMIM EPI MWEN GEN MISSION POU MWEN BAY BILAN TOUT ATIS KI ANVI,",direct
378,"Artists that have died, those who are wounded and those whom have disappeared I will be naming them today, there are more than 6 radios like Radio One, Radio Signal Fm, Maximum Caraib Fm, Lumiere etc","ATIS KI MOURI, SA KI BLESE AK SA KI DISPART MWEN GEN POUM BAY YO JODI AN NAN PLIS PASE 6 RADJO TANKOU RADIO ONE, SIGNAL, MAXIMUN KARAIB, LUMIERE ECHT. . AN",direct
379,we are in need of food tentes corvers water money. we are in croix des missions/ route butte boyer in the churche mormon an. we are 50 people. pascale saint georges,"Nou bezwen manje,tant,dra,dlo,kob.Nou loje nan Croix-des-Missionsrout Butte Boyer anndan legliz Mormon an.Nou o nonb de 50.Pascale Saint Georges.",direct
380,Telenet Internet Cafe on Plaisance's old building space hello digicel communication,Telenet cyber caf Plaisance ansyen lokal alo kominikasyon digicel.,direct
381,"Please bring us help today, if you continue down siko ( ? ), in Carrefour, because we're dying of hunger","Tanpri vin pote nou sekou jodia nan siko pwolonje, kafoufey, paske grangou ap tiye nou",direct
382,the cyber cafe that is functioning is SERVICE MATICS the address is in front of the BRASSERIE LA COURONNE.,"Cyber cafe ki anfonksyon se, service matics, adres li se sarthe an fas de la brasserie la couronne.",direct
383,K aTIS RAP CREOLE. CONTACT ME FAST. FAST VIA SMS OR CALL URGENT it is very very important because it today im gonna do wats I got to do over the bariers am allready waiting,"K ATIS RAP KREYOL KONTAKTEM RAPID RAPID PA SMS OU CALL URGEN LI TAP ENPOTAN ANPIL, ANPIL PASKE SE JODIAN MAP F SA MWEN GEN SOU BARIKAD DEJA MAP TANN",direct
384,please hurry hurry today bring food with water for us in route of SIKO IN THE ZONE OF CAFFOURFEILLE. we urgently waiting.,"Tanpri prese prese jodia pote manje ak dlo pou nou nan ri siko pwolonje, kafoufy. n ap tann nou an ijans",direct
385,there are no rooms at the mayors office that have internet access,mwen pa gen sel nan mairie ki gen entnt,direct
386,radio one is givin all the people that has people abroad free call so they can call their people over seas,Radio one bay tout moun ki gen fanmiw ale tranje pale gratis. pou yo rele moun yo lotb dlo,direct
388,this sms is only giving you an address not much detail. . / 2 cyber cafe route of frere. . a litle under where the jumbala night club is..,"2 CYBER CAFE ROUTE DE FRERE, PLI BA JUMBALA.",direct
389,There's an internet cafe at Nazon avenue by Marthin Luther King blvd next to orange market below Genie Market,"gen yon cyber cafe nan nazon, ave. martin luther king a kote orange market et anba genie market",direct
391,We have the internet at the Internet Cafe by Ti Place Cazeaux,Gen cyber cafe ki ap fonksyone tiplas kazo,direct
392,Please give me some info on every aftershock this is a message,"S. V. P, ban mwen yon ti enfomasyon sou chak ti sekous ki pase pa yon mesaj",direct
393,"we need help. kids need assistance at fontamara 37. kids sick diarrea, flue, thanks NOTE: could not locate fontamara 37 on the map.","Ns avons besoin daide. Les enfants ont besoin de soins  fontamara 37. Enfants malades: Diarrhes, grippe. Merci.",direct
395,HELP FOR THOSE WHO ARE HANDICAP IN THE ZONE OF LOBOD IN KANPEREN,Ed pou moun ki andikape zon Labod kanperen,direct
396,i am at delmas 40. we have nothing to eat. Location approximate. .. could not find delmas 40 on map. locate gps point midway between delmas 32 and delmas 48 Sebastien Cournoyer,"JE SUIS  DELMAS 40 A, ON A PRATIQUEMENT RIEN A MANG.",direct
397,We need help please at Titus Magloire Ambroise street we need every help group to contact the emergency opersonnele thank you,Nou bezwen ed svp nan ri titis maglwa anbwaz nou bezwen tout d kontakte an ijans mesi ( massillon emmanuel ),direct
398,Adress : cyber cafe wich is functioning is in carfour fougy route 9,adres cyber cafe ki an fonksyon kafou fougy rout nf,direct
399,Don't know what to do about estaff touterene part at the end,Je besoins de la nourriture a site soleil ruelle labonte par staff touteren,direct
400,"Hi, I have a big problem I need to call overseas and tell them I'm ok but I have no cell phone minutes, how can you help me in that respect","Alo, mwen gen yon gro problem mwen vle rele lotb dlo em pa gen minit. Tanpri Ki jan nou ka ede m nan sans sa.",direct
401,We need food and water at Sicot street in Carrefour. Help us please.,Nou bezwen manje ak dlo nan ri sicot kafoufy. Silvoupl eden.,direct
402,"they closed the bathroom and shower at the TNH, so we can no longer do our physical needs. .. . there is some children that poop on themselve because. .. Note : Message cutoff, need to look at other. .. . Sebastien Cournoyer","on a ferm les toilettes et les douches de la TNH donc on ne plus faire nos besoins physiologique. il y a des enfants qui font chier sur eux parce qu, ils",direct
403,MY PHONE HAS NO MINUTE CARD I CANT SEND ANY MESSAGE I WOULD NEED INTERNET I CANT CALL THE PERSON THAT COULD SEND THE MESSAGE.,Telefon mwen pa gen kat m paka voye l m ta bezwen voye sou entenet m pa ka rele moun ki te ka voye mesaj la.,direct
404,cyber cafe global univercell cabaret 35 km from port au prince,Cyber caf Global univercell CABARET 35km de port au prince route n,direct
405,we are in need of food. water medicine we are in delma 33 route ALYANS 4 AND 5 zone Jerale batay. we are a family of 750 survivors we ar angry bad. help us please,"Nou bezwen ed an nouriti, dlo e medikaman nan Delma 33, ri Alyans 4 e 5 zon jeral batay. Nou se 750 fanmiy reskape. We are angry bad, help us please. Our",direct
406,"Sodecom cyber cafe. We are based in Bassin Bleu, rue Saint-Michel, after the old Teleco building. We are functioning.","Sodecom cyber cafe, ndws basen ble ri sen michel apr ansyen teleco a an fonksyon mesi",direct
407,ADDRESS CYBER CAFE IS MS NET ADRESS ITS HAITI PORT DE PAIX LACOUPE.,ADRS CYBER KAFE A SE.MS NET .ADRS SE.HAITI PORT DE PAIX LACOUPE,direct
408,their are no internet that are functioning they are all down. . i dnt have any other way..,Pa gen adress entnet ki en fonction tout kraze mwen pa gen lot mwa,direct
409,"If all cyber cafes in Port-au-Priince are broken, come join me in Saint-Marc. We will truncated","Si tout cyber caf potoprens kraze, vini jwenn mwen St marc. Nap ka",direct
410,i need a card to call my family.,Je besoin de la carte pour appelle ma famille.,direct
411,"We are a few kilometers in the road to jacmel, Please come help us",te yon kilomt nan rout jakmel la se la nouye tanpri vini ede nou,direct
412,"Please there are a lot of people by Avenue N, Baryejo, and Croix-des-pres who need help, they are screaming for help, please come help us please","Sil voupl gen anpil moun nan zon avenue N baryjo, kwadepre, tout bezwen ed, moun sa yo ap rele osekou, vin ede nou souple",direct
413,WE FOUND A LOT OF PEOPLE IN ( KOMIN MONBIN KWOCHI ) THOSE WHO ARE VICTIMS SOME LOST THEIR LIVES SOME LOST THEIR HOMES. ALL THIS PEOPLE LIVES IN ( MONBIN KWOCHI ),"rins ke nou gen anpil moun nan komin monbin kwochi yo ki viktim. anpil pedi fanmi yo, lot pedi kay yo. tt moun sayo tounen vi n viv monbin kwochi ak 2 me",direct
414,We're asking to help for those people,"n yo vid nap mande sekou pou yo. nb monbin k, twouvel nan nds peyi dayiti mesi nap tann ed nou",direct
415,the closest cyper cafe is express nety in croix des bouquet befog the police station. TN 4th message i translate advertising a cyper cafe,Cyber cafe ki pipwe se Express net kwadbouk avan komisaya kwadbouk a.,direct
416,"Location - Family Christian Academy (school yard). Need food, water, medical, shelter. Not sure of exact location but there is a Christian Academy near Port-Au-Prince.","staying in the school yard with no food, no water, no medicine, no tents etc. Please help up with anything you can. We are FAMILY CHRISTIAN ACADEMY loc",direct
417,People are saying that alot of artists died. I think me and other people would like to know the names of those artists that left us,"Anpil moun ap di gen plisy atis ki mouri, m panse anpil lot moun tankou mwen menm ta renmen konnen non atis sa yo ki touche a.",direct
418,We need water and food in Akazya.,Nou bezwen dlo ak manje nan akasya.,direct
419,"We're asking you please to bring everything that's possible. Food, clothse, water, money to save those people's lives. Where we are people died, houses fell","Nou mande nou souple fe tout sa ki posib pou n pote manje, rad, dlo, lajan poun sove lavi moun sayo. Kote nou genyen tout but yo mouri, kay kraze, anpil e",direct
420,Apparently there's a wave of cold upon Cuba this morning. It could go across haiti this morning. There will be rain for today in our region,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
423,HELP FOR THE CENTER OF FLORE around 400 demunis in DAMIEN to unibank in the yard of Pam pak,ED POU CENTRE FLORE. ENVIRON 400 DEMUNIS. DAMIEN. DO UNIBANK. LAKOU PAM PAK.,direct
424,We are 350 survivors in kenskof in guibert 67. We are starving.,Digicel tanpri m ap mande ou aide nan nenpot fason pou kenskof guibert 67 nou 350 ki sinistre tanpri se guibert 67 nan kenskof tanpri n ap mouri grangou,direct
425,"Need food, water and medicine","Nous avons besoin des tentes, de la nourriture, de l eau et des medicaments parce que nous sommes vraiment  l tat d traumatisme. 36, Tabarre Rue sol solon.",direct
426,HELP ME PLEASE GOD WILL REPAY YOU THANK YOU. ADDRESS: CYBER CAFE MS HAITI IN THE YARD OF RUE NOTRE DAME LAKKOUP #156 ALL THE INSIDE,edem souple. Bondye a beni nou mesi. adr sib kafe a se mas net pdep haiti lakoup ri notredam lakoup nimewo 156 alentery.,direct
428,we are in pelerin 5. Translator notes. We have had unverified reports of escaped prisoners in this area. this is the first residential neighborhood along the kenskoff road. after leaving petion-ville,bonjou nou nan palerin 5.,direct
429,All local inhabitants needing food and shelter,"Terrain Lilavois 50. La il ya tous les habitants de la zone qui n, ont pas de tentes et qui meurent de faim. Merci",direct
431,I am not in town. I am outside in a zone called Dezam Komin Veret in the artibonite. We have been hit this morning by an earthquake and the house has crumbled. Please help.,MWEN PA LAVIL MWEN ANDEYO NAN YON ZON KI RELE DEZAM KOMIN VERET NAN LATIBONIT NOU FRAPE MATEN AN PA YON TRANBLEMAN KAY KRAZE,direct
432,CYBER CAFE THAT IS FUNCTIONING EXPLOSION,Ciber cafe ki an fonksyon explosion.,direct
433,Emergency aid needed at the Centre Flore for Damien on the grounds Pampak of the unibank,AIDE EN URGENCE POUR CENTRE FLORE POUMAR. DAMIEN DE DO UNIBANK. LAKOU PAMPAK. MERCI,direct
435,"We need potable water, medicines, food, lamp oil, and security. Please call to get location.","cots, bezyen piryoriti pou nou se dlo potab, medikaman, lamanjay, kaz pou nou met nan lanp, sekirite",direct
436,i need a litle credit on my count,Mwen bezwen yon ti kredi sou kont mwen,direct
437,"Good morning, we are in Pelerin. We need some food, some water and some hygienic supplies. Please come, you can't let us perish, please",boujou nou nan perleren nou bezwen yon ti mange yon ti dlo ak kelke ekipman igenik tanpri vini we nou pa kite nou peri pase we nou svp,direct
438,WE ARE DYING OF HUNGER OF THIRST SEE WAT U CAN DO THE ADDRESS IS : PETION VILLE ROUTE CHAVANNE NEAR THE IMPASS MAL-T # 115,Moun yo ap finn mouri grangou swaf dlo ap fini ak nou gade kisa nou ka f. Adres la se petyon vil ri chavann pwolonje nan bt impas malut no 115,direct
440,we are dyin of thirst in MARTISAN 25BIS itsmedicine without frontier they brought food an water for us..,"Nap mouri swaf nan matisan 25bis la, se dey do medsen san fronty yo. pote manje ak dlo pou nou.",direct
443,Need help as our houses have been destroyed at Delmas. We are now staying at Thomassin 42,Nous avons besoin daide parceque nos maisons son detruite a delmas. maintenantnous somme dans un abrit a thomassin 42. Merci on vous a tant,direct
444,PEWODEN FIFTH SECTION OF THE DEPARTEMEN OF L'ARTIBONITE IS LETTIN U KNOW TODAY THE PLAN WE HAVE FOR THOSE INJURED IN THE EARTQUAKE. LIKE MANY OF THOSE IN P.,Pewoden 5em Seksyon Depatman Atibonit ap fe nou konnen nan plan dijans nou geyen pou moun ki sinistre anba tranbkeman de ta a. Gen anpil moun ki te nan p,direct
